phonetic,head_in_shuowen,head_gloss,head_dx_fanqie,char,sw_id,relation,shuowen_gloss,daxu_fanqie,mc_bs2014,guangyun_position,mc_confidence,head_mc_bs2014,oc_bs2014,oc_bs_match,head_oc_bs2014,head_oc_bs_match,morph_relation_auto,morph_diff,src
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,芧,303,聲,艸也。从艸予聲。可以爲繩。,直呂切,drjoX,澄開三魚上,identical_fanqie,yoX,,not_in_bs,*laʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,𣏗,3461,聲,栩也。从木予聲。讀若杼。,直呂切,,,none,yoX,,not_in_bs,*laʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,杼,3709,聲,機之持緯者。从木予聲。,直呂切,drjoX,澄開三魚上,identical_fanqie,yoX,,not_in_bs,*laʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,伃,4948,聲,婦官也。从人予聲。,以諸切,yo,以開三魚平,identical_fanqie,yoX,,not_in_bs,*laʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,𡱣,5409,聲,履屬。从履省，予聲。,徐呂切,zjoX,邪開三魚上,identical_fanqie,yoX,,not_in_bs,*laʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,序,5907,聲,東西牆也。从广予聲。,徐呂切,zjoX,邪開三魚上,identical_fanqie,yoX,*[sə.l]aʔ,mc_match,*laʔ,mc_match,R,pre;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,豫,6105,聲,象之大者。賈侍中說：不害於物。从象予聲。,羊茹切,yoH,以開三魚去,initial+rhyme+tone,yoX,*laʔ-s,mc_match,*laʔ,mc_match,R,suf,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,抒,7942,聲,挹也。从手予聲。,神與切,zyoX,船開三魚上,identical_fanqie,yoX,*Cə-laʔ,mc_match,*laʔ,mc_match,R,pre,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,紓,8512,聲,緩也。从糸予聲。,傷魚切,syo,書開三魚平,identical_fanqie,yoX,*l̥a,mc_match,*laʔ,mc_match,O,"ini,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
予,True,推予也。象相予之形。凡予之屬皆从予。,余呂切,野,9124,聲,郊外也。从里予聲。,羊者切,yaeX,以開三麻上,identical_fanqie,yoX,*lAʔ,mc_match,*laʔ,mc_match,V,v,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,𠮱,3055,亦聲,驚語也。从口从亏，亏亦聲。,況于切,,,none,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,芋,270,聲,大葉實根，駭人，故謂之芌也。从艸亏聲。,王遇切,hjuH,云合三C虞去,identical_fanqie,,*[ɢ]ʷ(r)a-s,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,竽,2973,聲,管三十六簧也。从竹亏聲。,羽俱切,hju,云合三C虞平,identical_fanqie,,*[ɢ]ʷ(r)a,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,盂,3123,聲,飯器也。从皿亏聲。,羽俱切,hju,云合三C虞平,identical_fanqie,,*[ɢ]ʷ(r)a,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,杇,3641,聲,所以涂也。秦謂之杇，關東謂之槾。从木亏聲。,哀都切,'u,影一模平,identical_fanqie,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,𠌶,3866,聲,艸木華也。从𠂹亏聲。凡𠌶之屬皆从𠌶。,況于切,xju,曉合三C虞平,identical_fanqie,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亏,True,气損也。从亏雐聲。,去爲切,扜,8046,聲,指麾也。从手亏聲。,億俱切,'ju,影合三C虞平,initial+rhyme+tone,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,𠭘,2518,亦聲,坑也。从𣦼从井，井亦聲。,疾正切,,,none,tsjengX,,not_in_bs,*C.tseŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,阱,3177,亦聲,陷也。从𨸏从井，井亦聲。,疾正切,dzjengX,從開三清上,initial_only,tsjengX,,not_in_bs,*C.tseŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,㓝,3178,亦聲,罰辠也。从井从刀。《易》曰：“井，法也。”井亦聲。,戶經切,heng,匣開四青平,identical_fanqie,tsjengX,,not_in_bs,*C.tseŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,耕,2809,聲,犂也。从耒井聲。一曰古者井田。,古莖切,keang,見開二耕平,identical_fanqie,tsjengX,*kˤ<r>eŋ,mc_match,*C.tseŋʔ,mc_match,O2,"pre,ini,phar,med,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,𨙷,4047,聲,鄭地𨙷亭。从邑井聲。,戶經切,tsjengX,精開三清上,no_match_first_reading,tsjengX,,not_in_bs,*C.tseŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
井,True,八家一井，象構韓形。•，𦉥之象也。古者伯益初作井。凡井之屬皆从井。,子郢切,妌,8181,聲,靜也。从女井聲。,疾正切,dzjengX,從開三清上,initial_only,tsjengX,,not_in_bs,*C.tseŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,忘,6810,亦聲,不識也。从心从亡，亡亦聲。,武方切,mjang,明三C陽平,identical_fanqie,mjang,*maŋ,mc_match,*maŋ,mc_match,I,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,盲,2188,聲,目無牟子。从目亡聲。,武庚切,maeng,明二庚平,identical_fanqie,mjang,*mˤ<r>aŋ,mc_match,*maŋ,mc_match,R,"phar,med",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,肓,2594,聲,心上鬲下也。从肉亡聲。《春秋傳》曰：“病在肓之下。”,呼光切,xwang,曉合一唐平,identical_fanqie,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,衁,3153,聲,血也。从血亡聲。《春秋傳》曰：“士刲羊，亦無𥁃也。”,呼光切,xwang,曉合一唐平,identical_fanqie,mjang,*m̥ˤaŋ,mc_match,*maŋ,mc_match,O,"ini,phar",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,良,3324,聲,善也。从畗省，亡聲。,呂張切,ljang,來開三陽平,identical_fanqie,mjang,*[r]aŋ,mc_match,*maŋ,mc_match,O2,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,杗,3639,聲,棟也。从木亡聲。《爾雅》曰：“杗𢊺謂之梁。”,武方切,mjang,明三C陽平,identical_fanqie,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,邙,4026,聲,河南洛陽北亡山上邑。从邑亡聲。,莫郎切,mang,明一唐平,identical_fanqie,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,𦟁,4305,聲,翌也。从明亡聲。,呼光切,,,none,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,巟,7445,聲,水廣也。从川亡聲。《易》曰：“包巟用馮河。”,呼光切,xwang,曉合一唐平,identical_fanqie,mjang,*m̥ˤaŋ,mc_match,*maŋ,mc_match,O,"ini,phar",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,妄,8242,聲,亂也。从女亡聲。,巫放切,mjangH,明三C陽去,identical_fanqie,mjang,*maŋ-s,mc_match,*maŋ,mc_match,R,suf,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,氓,8317,聲,民也。从民亡聲。讀若盲。,武庚切,meang,明二耕平,initial_only,mjang,*mˤr[i]ŋ,mc_match,*maŋ,mc_match,V,"phar,med,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,蝱,8919,聲,齧人飛蟲。从䖵亡聲。,武庚切,maeng,明二庚平,identical_fanqie,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亡,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,甿,9148,聲,田民也。从田亡聲。,武庚切,meang,明二耕平,initial_only,mjang,,not_in_bs,*maŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,𠅣,6621,亦聲,直項莽𠅣皃。从亢从夋。夋，倨也。亢亦聲。,岡朗切,,,none,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,迒,1206,聲,獸迹也。从辵亢聲。,胡郎切,hang,匣開一唐平,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,笐,2882,聲,竹列也。从竹亢聲。,古郎切,kang,見開一唐平,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,邟,4058,聲,潁川縣。从邑亢聲。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,秔,4378,聲,稻屬。从禾亢聲。,古行切,kaeng,見開二庚平,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,伉,4942,聲,人名。从人亢聲。《論語》有陳伉。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,𣃚,5429,聲,方舟也。从方亢聲。《禮》：天子造舟，諸矦維舟，大夫方舟，士特舟。,胡郎切,,,none,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,犺,6312,聲,健犬也。从犬亢聲。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,炕,6484,聲,乾也。从火亢聲。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,忼,6695,聲,慨也。从心亢聲。一曰《易》“忼龍有悔”。,苦浪切,xang,曉開一唐平,rhyme+tone_only,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,沆,7130,聲,莽沆，大水也。从水亢聲。一曰大澤皃。,胡朗切,hangX,匣開一唐上,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,魧,7629,聲,大貝也。一曰魚膏。从魚亢聲。讀若岡。,古郎切,kang,見開一唐平,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,閌,7751,聲,閌閬，高門也。从門亢聲。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,抗,8027,聲,扞也。从手亢聲。,苦浪切,khangH,溪開一唐去,identical_fanqie,kang,*kʰˤaŋ-s,mc_match,*k-ŋˤaŋ,mc_match,O,"pre,ini,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,㽘,9141,聲,境也。一曰陌也。趙魏謂陌爲㽘。从田亢聲。,古郎切,kangX,見開一唐上,initial_only,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亢,True,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。,古郎切,阬,9607,聲,門也。从𨸏亢聲。,客庚切,khaeng,溪開二庚平,identical_fanqie,kang,,not_in_bs,*k-ŋˤaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亣,True,籒文亣，改古文。亦象人形。凡亣之屬皆从亣。,他達切,奕,6634,亦聲,大也。从亣亦聲。《詩》曰：“奕奕梁山。”,羊益切,yek,以開三清入,identical_fanqie,,*[ɢ](r)Ak,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
人,True,天地之性最貴者也。此籒文。象臂脛之形。凡人之屬皆从人。,如鄰切,𨿳,2287,亦聲,鳥也。从隹，瘖省聲。或从人，人亦聲。,於淩切,,,none,nyin,,not_in_bs,*ni[ŋ],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亾,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,喪,977,亦聲,亾也。从哭从亾。會意。亾亦聲。,息郎切,sang,心開一唐平,identical_fanqie,,*s-mˤaŋ,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亾,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,𦬆,513,聲,艸耑。从艸亾聲。,武方切,,,none,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
亾,True,逃也。从入从𠃊。凡亾之屬皆从亾。,武方切,𢻲,2027,聲,撫也。从攴亾聲。讀與撫同。,芳武切,,,none,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
从,True,隨行也。从辵、从，从亦聲。,慈用切,從,5203,亦聲,隨行也。从辵、从，从亦聲。,慈用切,dzjowngH,從三鍾去,initial+rhyme+tone,dzjowng,*[dz]oŋ-s,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,鈴,9334,亦聲,令丁也。从金从令，令亦聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,玲,150,聲,玉聲。从玉令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,苓,365,聲,卷耳也。从艸令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,齡,1321,聲,年也。从齒令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,翎,2268,聲,羽也。从羽令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,笭,2957,聲,車笭也。从竹令聲。一曰笭，籯也。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,柃,3679,聲,木也。从木令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,囹,3908,聲,獄也。从囗令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,伶,5078,聲,弄也。从人令聲。益州有建伶縣。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,領,5591,聲,項也。从頁令聲。,良郢切,ljengX,來開三清上,identical_fanqie,ljeng,*[r]eŋʔ,mc_match,*riŋ,mc_match,V,"v,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,泠,7001,聲,水。出丹陽宛陵，西北入江。从水令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,冷,7481,聲,寒也。从仌令聲。,魯打切,laengX,來開二庚上,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,零,7500,聲,餘雨也。从雨令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,*[r]ˤiŋ,mc_match,*riŋ,mc_match,R,phar;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,魿,7625,聲,蟲連行紆行者。从魚令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,聆,7766,聲,聽也。从耳令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,瓴,8421,聲,瓮，似瓶也。从瓦令聲。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
令,True,發號也。从亼、卪。,力正切,蛉,8831,聲,蜻蛉也。从虫令聲。一名桑桹。,郎丁切,leng,來開四青平,identical_fanqie,ljeng,,not_in_bs,*riŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
